name,title,description,color,footer,footerurl,thumbnailurl,author_name,author_url,image_url,authorID
joe,​,joe mama,​,​,​,​,​,​,​,553780945472192522
boi,​,https://www.youtube.com/watch?v=kk0feCp_MZ4,​,​,​,​,​,​,​,553780945472192522
