name,title,description,color,footer,footerurl,thumbnailurl,author_name,author_url,image_url,authorID
USS,​,**United States of Smash**,dark magenta,​,​,​,​,​,https://media1.tenor.com/images/e28b8ba48a4c98a70365dd7804a79473/tenor.gif?itemid=12014967,247292930346319872
