name,title,description,color,footer,footerurl,thumbnailurl,author_name,author_url,image_url,authorID
entorno,​,"¡Se ha realizado un entorno! Ya hemos notificado a la policía, mantén la calma.",blue,Recuerda,​,​,​,​,​,277963026143903744
auxilio,​,"¡Has realizado una llamada de emergencia! Una unidad va hacía tu posición, mantén la calma y quédate con nosotros.",​,​,​,​,​,​,​,277963026143903744
