name,title,description,color,footer,footerurl,thumbnailurl,author_name,author_url,image_url,authorID
new,​,worship worship laurence x garroth 😼💘,​,​,​,​,​,​,​,688883404066127915
8ball,​,😰 is Aaron actually daddy,​,​,​,​,​,​,​,688883404066127915
