name,title,description,color,footer,footerurl,thumbnailurl,author_name,author_url,image_url,authorID
diablo,​,Salut je m'appele Giovanni  je bz t mère  sur mon lit avec mon gros zizi et je suis gentil ;),​,​,​,​,​,​,​,640268829867638784
legend,​,Salut je suis un charo de l'ombre et je suis moche,​,​,​,​,​,​,​,640268829867638784
