name,title,description,color,footer,footerurl,thumbnailurl,author_name,author_url,image_url,authorID
sex,​,-,​,​,​,​,​,​,​,247292930346319872
sapgrows,Sap Grows,-,blue,​,​,​,​,​,https://media2.giphy.com/media/VJxH5eqVXo3diCvV9j/giphy.gif,247292930346319872
asd,​,lol,​,​,​,​,​,​,​,433293211436580874
