name,title,description,color,footer,footerurl,thumbnailurl,author_name,author_url,image_url,authorID
öldür,​,<@&725064238179287050> adlı kişiyi vurdunnn!!!!,​,​,​,​,​,​,​,606919756187959300
emre,​,doğum günün kutlu olsunnn karşimmmm,​,​,​,​,​,​,​,606919756187959300
doğumgünleri,​,ali eren 3 mart bilal 27 nisan muz 26 aralık emre 24 haziran,​,​,​,​,​,​,​,606919756187959300
