name,title,description,color,footer,footerurl,thumbnailurl,author_name,author_url,image_url,authorID
Test,​,Dis kewl right?,​,​,​,​,​,​,​,722476087405445123
Math,​,9+10=21,​,​,​,​,​,​,​,722476087405445123
