name,title,description,color,footer,footerurl,thumbnailurl,author_name,author_url,image_url,authorID
naruto/jiraiya,Naruto/jiraiya,Naruto/jiraiya da best,teal,​,​,​,​,​,https://cdn.discordapp.com/attachments/724827935827296288/725103592033353948/20200623_174210.jpg,671881922904981555
Jubito,Jubito,I luv Jubito ❤❤❤,dark purple,​,​,​,​,​,https://cdn.discordapp.com/attachments/724827935827296288/725146046690492486/20200620_194745.jpg,671881922904981555
