name,title,description,color,footer,footerurl,thumbnailurl,author_name,author_url,image_url,authorID
image,​,https://cdn.discordapp.com/attachments/719950112616480810/725020785349230592/image0.jpg,​,​,​,​,​,​,​,596730627722575872
color,​,teal,​,​,​,​,​,​,​,596730627722575872
