name,choices,authorID
8Ball,yes/no,694158249112633395
8Ball2,Yes Daddy/ No Mom,694158249112633395
amIdumb?,Yes/Yes,694158249112633395
IsColeCool?,Yes UwU/Yes uWu,694158249112633395
