name,choices,authorID
numbergen,1/2/3/4/5,693536640223674513
dicerole,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,693536640223674513
choice,yes/no,693536640223674513
idb,dad sucks/dad doesnt suck,693536640223674513
