name,choices,authorID
ask,Yes/No,523917946905427988
Spank,Nero/Icarus/Chris/Cody/Flynt/Leo/Skarin/Kaito/Ro-ro/Night/Marz/Prince/Shade/Lian,523917946905427988
spank-Ian,Ok/how-hard?,523917946905427988
