name,choices,authorID
ask,yes/no,503716605705060352
rate,1/2/3/4/5/6/7/8/9/10,503716605705060352
t/d,truth/dare,503716605705060352
😏,please jump off a bridge/😍 /u-uhm...thats forward of you,503716605705060352
☹️,pls dont be sad/its ok bb/turn that frown upside down!/d-do you need a hug?,503716605705060352
