name,choices,authorID
Ball,Hey is the sky green / No are you dumb?,612144762996391936
Hey,am I a fairy / 💖🥺🧚🏻‍♀️No But you can go on a ship🥺💖🧚🏻‍♀️ but is gonna be titanic🤍🥰🥺💖,612144762996391936
