name,choices,authorID
OM,c bien? yes/no,640268829867638784
Luna,est une pute? Bahhh ouiii mdr/ Non pas du tout c la meilleur,640268829867638784
cr7,est il toujour puceau? EVIDEMENT MDRRRR/Il pas de teub,640268829867638784
