name,content,authorID
gostosa,que isso papai?,676068553190801443
Oi,Oi meu cu vagabundo pedófilo de merda,676068553190801443
tia,Sim ela é gay,676068553190801443
palmas,eee 👏👏 parabéns uau tô tão feliz por você,676068553190801443
190,📱 CALMA TO LIGANDO PRA POLICIA,676068553190801443
quemeuamo?,A tia e o hiro aqueles gostosos lindos,676068553190801443
a,Sou bonito? Nao,676068553190801443
tiaa,ela não >:(,676068553190801443
zabi,sim gay,676068553190801443
