name,content,authorID
ping🏓,*pong*,702915336269463614
hi,hi,702915336269463614
bruh,bruh,702915336269463614
hey,stfu ugly,702915336269463614
ty,nugget bot ty nugget,702915336269463614
wow,stoopid,702915336269463614
