name,content,authorID
ayrgay,wjdhhs,459348617443147776
gayr,ayr sei kute,459348617443147776
no,hai rotto il cazzo,663163235440132097
ao,porcoddio ti scanno vieni qui,663163235440132097
woo,FORZA NAPOLI,663163235440132097
ayr,ayr sei bellissima,459348617443147776
a,"shawtys like a melody in my head that I can't get out got me singin' like, na na na na everyday, like my iPod's stuck on replay, replay-ay-ay-ay",663163235440132097
timeport,"15,99",663163235440132097
