name,content,authorID
el,el juanchi es un dumpling,705519584630931546
spam,deja de spamear o te vas muteado por 72 horas,630232370141724673
spam1,deja de spamear o te vas baneado mi pana,630232370141724673
EL,COMANDO CM ES SOLO PARA ADMINS Y STAFFS LOS QUE LO USEN SE VAN BANEADOS,630232370141724673
p,soy peruano,705519584630931546
a,casa peruano,683040148619132946
