name,content,authorID
uwu,hi,725526314496295033
rules,"Welcome, the rules are, nswf stays in nsfw, no violence, dont @ anyone unless someone is breaking rules, if someone is breakng rules, @ a mod, there will be an instant ban if you dont follow the rules, keep things in the right chat channel, thanks!",725526314496295033
