name,content,authorID
ola,ola,677646870339780640
NINJUTSU,SHINRA TENSEI,677646870339780640
jotaro,THIS A JOJO REFERENCE,677646870339780640
nome?,VC NAO SABE LER IDIOTA,677646870339780640
tchau,bye😻,677646870339780640
