name,content,authorID
ping,🏓  pong,394306037458534412
🤖,Bot0153,394306037458534412
⚽,bad sport,394306037458534412
oh,no ur a chad,723699957818851411
🏈oh,no ur a chad,723699957818851411
🏈,UR A CHAD,394306037458534412
💋,ew ur gay,394306037458534412
pro,yes that is @BOT,394306037458534412
