name,content,authorID
buyburrito,🌯 **Wow!! (´・ω・`) @username buys a Burrito! Kawaii Burrito!!**,661634695993360396
buyburrito2,**You need to buy coins first!! you need to earn *156 coins* to buy legendary burrito. Come another day and text @BITCHY SHITTY HIYOKO :* to earn your coins**,661634695993360396
