name,content,authorID
lol,".-.
     (o.o)
      |=|
     __|__
   //.=|=.\\
  // .=|=. \\
  \\ .=|=. //
   \\(_=_)//
    (:| |:)
     || ||
     () ()
     || ||
     || ||
l42 ==' '==",324199630491484160
money,"Gordon Ramsay: here is 700,000 coins and 1 cookie!",324199630491484160
